vehicle,earlier_journey,later_journey,earlier_start,later_start,earlier_km,later_km,earlier_fuel_l,later_fuel_l,earlier_l_per_100km,later_l_per_100km,earlier_idle_minutes_estimated,later_idle_minutes_estimated,earlier_event8,later_event8,start_gap_km,end_gap_km,both_fuel_at_least_5l,earlier_route_coverage,later_route_coverage,route_min_coverage,rate_change_pct
AHMPUL0C13,250120220007,250320220012,2025-01-21T06:04:58,2025-03-21T06:02:37,31.0,31.0,6.0,7.0,19.35483870967742,22.58064516129032,0.0,0.0,10,10,0.1095346306133248,0.0112892583128222,True,1.0,1.0,1.0,16.66666666666665
AHMPUL0C13,250121010002,250320220012,2025-01-21T09:11:20,2025-03-21T06:02:37,30.0,31.0,6.5,7.0,21.666666666666668,22.58064516129032,0.0,0.0,10,10,0.0691145638656972,0.0303676634300975,True,0.9850746268656716,1.0,0.9850746268656716,4.218362282878396
AHMPUL0C13,250310220011,250320220012,2025-03-11T06:30:15,2025-03-21T06:02:37,30.0,31.0,6.5,7.0,21.666666666666668,22.58064516129032,0.0,0.0,10,10,0.1054481101733045,0.0333518049471678,True,1.0,0.9859154929577465,0.9859154929577465,4.218362282878396
AHMPUL0C13,250311020004,250320220012,2025-03-11T10:43:44,2025-03-21T06:02:37,30.0,31.0,8.0,7.0,26.666666666666668,22.58064516129032,0.0079833333341715,0.0,11,10,0.0975684235867618,0.0269575578311122,True,0.9714285714285714,1.0,0.9714285714285714,-15.322580645161299
AHMPUL0C13,250311060007,250320220012,2025-03-11T14:17:44,2025-03-21T06:02:37,31.0,31.0,7.0,7.0,22.58064516129032,22.58064516129032,0.0,0.0,13,10,0.1117773529909839,0.0533142057192852,True,0.9852941176470589,0.9859154929577465,0.9852941176470589,0.0
AHMPUL0C13,250111020002,250320230014,2025-01-11T10:07:29,2025-03-21T07:34:21,28.0,28.0,6.5,5.5,23.214285714285715,19.642857142857142,0.0,0.0,14,11,0.0193479172359103,0.0484973413404805,True,0.9852941176470589,1.0,0.9852941176470589,-15.384615384615385
AHMPUL0C13,250120230010,250320230014,2025-01-21T07:34:19,2025-03-21T07:34:21,28.0,28.0,5.5,5.5,19.642857142857142,19.642857142857142,0.0039333333338921,0.0,12,11,0.0154085633560602,0.0902787336914494,True,0.9857142857142858,1.0,0.9857142857142858,0.0
AHMPUL0C13,250311000001,250320230014,2025-03-11T08:20:04,2025-03-21T07:34:21,29.0,28.0,5.5,5.5,18.96551724137931,19.642857142857142,0.0,0.0,10,11,0.0149319606376082,0.5588762463418676,True,0.9850746268656716,1.0,0.9850746268656716,3.571428571428581
AHMPUL0C13,250111000001,250321000002,2025-01-11T08:37:09,2025-03-21T08:53:36,30.0,31.0,7.0,6.0,23.33333333333333,19.35483870967742,0.0127833333332091,0.0,12,9,0.5685520585252768,0.0168028017087601,True,1.0,0.9864864864864865,0.9864864864864865,-17.050691244239612
AHMPUL0C13,250120220007,250321000002,2025-01-21T06:04:58,2025-03-21T08:53:36,31.0,31.0,6.0,6.0,19.35483870967742,19.35483870967742,0.0,0.0,10,9,0.6090405196988876,0.0239080602967342,True,1.0,0.9594594594594594,0.9594594594594594,0.0
AHMPUL0C13,250121010002,250321000002,2025-01-21T09:11:20,2025-03-21T08:53:36,30.0,31.0,6.5,6.0,21.666666666666668,19.35483870967742,0.0,0.0,10,9,0.6079500404889536,0.011445000854668,True,1.0,0.9864864864864865,0.9864864864864865,-10.66997518610422
AHMPUL0C13,250310220011,250321000002,2025-03-11T06:30:15,2025-03-21T08:53:36,30.0,31.0,6.5,6.0,21.666666666666668,19.35483870967742,0.0,0.0,10,9,0.6043714789250001,0.0025574833126809,True,1.0,0.9594594594594594,0.9594594594594594,-10.66997518610422
AHMPUL0C13,250311020004,250321000002,2025-03-11T10:43:44,2025-03-21T08:53:36,30.0,31.0,8.0,6.0,26.666666666666668,19.35483870967742,0.0079833333341715,0.0,11,9,0.578628654795618,0.018278489402785,True,1.0,0.9864864864864865,0.9864864864864865,-27.419354838709676
AHMPUL0C13,250311060007,250321000002,2025-03-11T14:17:44,2025-03-21T08:53:36,31.0,31.0,7.0,6.0,22.58064516129032,19.35483870967742,0.0,0.0,13,9,0.5553359714383541,0.0740000910827205,True,1.0,0.9864864864864865,0.9864864864864865,-14.28571428571428
AHMPUL0C13,250320220012,250321000002,2025-03-21T06:02:37,2025-03-21T08:53:36,31.0,31.0,7.0,6.0,22.58064516129032,19.35483870967742,0.0,0.0,10,9,0.666370463624667,0.0341896844524254,True,1.0,0.972972972972973,0.972972972972973,-14.28571428571428
